Transaction_ID,Timestamp,From_Account,To_Account,Amount,Currency,Transaction_Type,Is_Laundering,Payment_Format,From_Bank,To_Bank,Account_Age_Days,Is_First_Transaction
TX_00000013,2024-03-21T08:53:00,ACC_000053,ACC_000102,3453.57,JPY,CASH_IN,0,Check,BANK_041,BANK_025,3041,0
TX_00000014,2024-07-05T04:19:00,ACC_000492,ACC_000143,948.99,CHF,TRANSFER,0,Check,BANK_042,BANK_048,1515,0
TX_00000015,2024-07-22T03:11:00,ACC_000226,ACC_000308,3709.01,EUR,DEBIT,0,Check,BANK_042,BANK_049,1792,0
TX_00000016,2024-08-19T21:47:00,ACC_000297,ACC_000457,2137.17,JPY,PAYMENT,0,Wire,BANK_047,BANK_025,583,0
TX_00000017,2024-04-18T05:59:00,ACC_000294,ACC_000273,5886.04,CHF,CASH_OUT,0,Wire,BANK_013,BANK_049,820,1
TX_00000018,2024-07-15T03:32:00,ACC_000025,ACC_000280,681.03,GBP,TRANSFER,0,Cash,BANK_007,BANK_020,3257,0
TX_00000019,2024-11-08T01:54:00,ACC_000183,ACC_000423,6913.63,EUR,DEBIT,0,ACH,BANK_015,BANK_026,3312,0
TX_00000020,2024-06-26T01:19:00,ACC_000439,ACC_000329,7238.39,USD,TRANSFER,0,ACH,BANK_040,BANK_044,1351,0
TX_00000021,2024-09-04T02:42:00,ACC_000186,ACC_000493,5864.16,EUR,TRANSFER,0,ACH,BANK_033,BANK_037,3128,0
TX_00000022,2024-07-06T20:39:00,ACC_000202,ACC_000165,1241.9,JPY,TRANSFER,0,Wire,BANK_012,BANK_019,3027,0
TX_00000023,2024-07-24T05:48:00,ACC_000207,ACC_000323,155.17,EUR,CASH_IN,0,Cash,BANK_017,BANK_035,374,0
TX_00000024,2024-10-21T08:54:00,ACC_000137,ACC_000186,566.79,USD,PAYMENT,0,Cash,BANK_018,BANK_032,877,0
TX_00000025,2024-02-07T20:48:00,ACC_000114,ACC_000257,10860.07,GBP,DEBIT,0,Check,BANK_006,BANK_026,3460,0
TX_00000026,2024-12-22T12:02:00,ACC_000222,ACC_000273,6328.74,USD,CASH_OUT,0,Cash,BANK_010,BANK_023,393,0
TX_00000027,2024-04-29T04:44:00,ACC_000209,ACC_000394,2105.62,USD,CASH_OUT,0,Crypto,BANK_033,BANK_030,3207,0
TX_00000028,2024-11-02T13:16:00,ACC_000135,ACC_000403,1239.77,CHF,PAYMENT,0,Cash,BANK_020,BANK_047,879,0
TX_00000029,2024-07-22T23:34:00,ACC_000119,ACC_000039,2942.45,EUR,CASH_IN,0,Crypto,BANK_011,BANK_047,746,0
TX_00000030,2024-10-18T15:07:00,ACC_000103,ACC_000393,17224.61,EUR,DEBIT,0,ACH,BANK_018,BANK_002,2553,0
TX_00000031,2024-10-04T17:15:00,ACC_000164,ACC_000270,2889.49,EUR,TRANSFER,0,ACH,BANK_047,BANK_038,2259,0
TX_00000032,2024-06-03T05:03:00,ACC_000386,ACC_000116,735.88,GBP,CASH_IN,0,Wire,BANK_029,BANK_013,3442,0
TX_00000033,2024-10-06T22:24:00,ACC_000320,ACC_000221,4390.33,JPY,DEBIT,0,Wire,BANK_023,BANK_011,818,0
TX_00000034,2024-05-24T14:45:00,ACC_000142,ACC_000188,1024.51,USD,PAYMENT,0,Crypto,BANK_020,BANK_046,2477,0
TX_00000035,2024-05-14T06:35:00,ACC_000495,ACC_000369,1900.59,EUR,PAYMENT,0,ACH,BANK_012,BANK_019,290,0
TX_00000036,2024-07-07T19:21:00,ACC_000066,ACC_000336,7106.38,USD,DEBIT,0,Crypto,BANK_009,BANK_040,1797,0
TX_00000037,2024-02-02T06:39:00,ACC_000043,ACC_000335,3541.49,JPY,TRANSFER,0,Crypto,BANK_048,BANK_015,339,0
TX_00000038,2024-09-24T20:27:00,ACC_000496,ACC_000402,1678.66,JPY,CASH_OUT,0,Check,BANK_012,BANK_014,365,1
TX_00000039,2024-03-12T17:50:00,ACC_000488,ACC_000150,9111.17,JPY,PAYMENT,0,Check,BANK_038,BANK_016,1051,1
TX_00000040,2024-02-27T10:16:00,ACC_000316,ACC_000408,4705.95,GBP,CASH_OUT,0,Wire,BANK_030,BANK_009,404,0
TX_00000041,2024-04-26T23:03:00,ACC_000495,ACC_000361,4627.77,JPY,DEBIT,0,Wire,BANK_029,BANK_017,486,0
TX_00000042,2024-03-31T16:51:00,ACC_000238,ACC_000068,7244.99,EUR,CASH_IN,0,Wire,BANK_047,BANK_026,61,0
TX_00000043,2024-10-11T23:33:00,ACC_000210,ACC_000167,9871.32,EUR,CASH_IN,1,Cash,BANK_050,BANK_036,1269,0
TX_00000044,2024-08-05T21:35:00,ACC_000423,ACC_000108,910.16,JPY,DEBIT,0,ACH,BANK_021,BANK_012,1127,1
TX_00000045,2024-09-05T04:22:00,ACC_000117,ACC_000238,3856.93,USD,PAYMENT,0,Crypto,BANK_026,BANK_043,2445,0
TX_00000046,2024-05-08T19:23:00,ACC_000087,ACC_000478,2477.52,EUR,TRANSFER,0,ACH,BANK_003,BANK_035,669,0
TX_00000047,2024-03-16T00:22:00,ACC_000154,ACC_000124,1761.47,CHF,TRANSFER,0,Crypto,BANK_046,BANK_010,3210,0
TX_00000048,2024-05-21T22:54:00,ACC_000147,ACC_000192,7571.58,EUR,TRANSFER,0,Wire,BANK_018,BANK_030,2927,0
TX_00000049,2024-05-31T12:23:00,ACC_000145,ACC_000264,1840.27,USD,CASH_IN,0,Wire,BANK_035,BANK_003,150,0
TX_00000050,2024-09-14T14:07:00,ACC_000034,ACC_000236,5897.26,JPY,CASH_IN,0,Wire,BANK_017,BANK_016,2277,0
TX_00000051,2024-04-17T05:45:00,ACC_000192,ACC_000209,14347.64,GBP,PAYMENT,0,Wire,BANK_007,BANK_008,760,0
TX_00000052,2024-11-24T01:08:00,ACC_000401,ACC_000132,2204.66,USD,CASH_IN,0,Check,BANK_045,BANK_005,2069,0
TX_00000053,2024-04-02T08:35:00,ACC_000077,ACC_000266,8430.99,EUR,CASH_IN,0,ACH,BANK_029,BANK_006,3149,0
TX_00000054,2024-12-04T13:42:00,ACC_000310,ACC_000042,206.32,USD,PAYMENT,0,Crypto,BANK_011,BANK_026,2774,1
TX_00000055,2024-03-03T10:41:00,ACC_000143,ACC_000338,8326.06,EUR,PAYMENT,0,ACH,BANK_024,BANK_010,1755,0
TX_00000056,2024-02-21T02:42:00,ACC_000414,ACC_000157,5242.98,CHF,CASH_OUT,0,Wire,BANK_008,BANK_013,2399,0
TX_00000057,2024-04-18T23:08:00,ACC_000388,ACC_000377,4198.96,JPY,PAYMENT,0,Wire,BANK_005,BANK_010,3231,0
TX_00000058,2024-12-03T21:15:00,ACC_000075,ACC_000233,1684.52,GBP,CASH_IN,0,ACH,BANK_035,BANK_029,2133,0
TX_00000059,2024-01-22T11:32:00,ACC_000316,ACC_000029,2591.03,CHF,PAYMENT,0,Check,BANK_021,BANK_049,269,0
TX_00000060,2024-03-25T03:53:00,ACC_000205,ACC_000313,916063.22,EUR,CASH_IN,1,Check,BANK_047,BANK_048,367,0
TX_00000061,2024-07-07T03:44:00,ACC_000466,ACC_000448,9420.55,USD,CASH_OUT,0,Cash,BANK_034,BANK_002,1707,0
TX_00000062,2024-01-04T20:39:00,ACC_000192,ACC_000272,3358.83,CHF,PAYMENT,0,ACH,BANK_047,BANK_010,168,0
TX_00000063,2024-02-13T19:46:00,ACC_000380,ACC_000493,4160.28,JPY,CASH_OUT,0,Crypto,BANK_005,BANK_021,2298,0
TX_00000064,2024-11-16T19:20:00,ACC_000318,ACC_000240,192.13,CHF,DEBIT,0,ACH,BANK_004,BANK_035,1689,0
TX_00000065,2024-01-21T16:12:00,ACC_000085,ACC_000433,912.0,USD,PAYMENT,0,Crypto,BANK_034,BANK_026,1000,0
TX_00000066,2024-03-11T12:43:00,ACC_000436,ACC_000058,3710.55,CHF,TRANSFER,0,Check,BANK_023,BANK_026,3298,0
TX_00000067,2024-02-27T23:28:00,ACC_000352,ACC_000272,14891.47,CHF,CASH_OUT,0,Cash,BANK_024,BANK_024,1916,0
TX_00000068,2024-02-06T03:15:00,ACC_000424,ACC_000089,4158.57,JPY,DEBIT,0,Cash,BANK_025,BANK_029,76,0
TX_00000069,2024-01-04T09:44:00,ACC_000224,ACC_000163,20474.61,EUR,CASH_OUT,0,Crypto,BANK_048,BANK_033,1410,0
TX_00000070,2024-11-14T16:49:00,ACC_000394,ACC_000012,1723.34,GBP,DEBIT,0,Check,BANK_020,BANK_005,1155,0
TX_00000071,2024-11-03T09:55:00,ACC_000047,ACC_000040,3365.12,EUR,CASH_IN,0,Cash,BANK_018,BANK_020,605,0
TX_00000072,2024-11-08T17:13:00,ACC_000497,ACC_000095,623.45,GBP,CASH_IN,0,ACH,BANK_029,BANK_043,2508,0
TX_00000073,2024-09-15T04:55:00,ACC_000133,ACC_000019,500.2,JPY,DEBIT,0,Wire,BANK_018,BANK_005,2700,0
TX_00000074,2024-04-13T10:18:00,ACC_000187,ACC_000371,382.34,USD,PAYMENT,0,Cash,BANK_008,BANK_032,2829,0
TX_00000075,2024-05-14T09:44:00,ACC_000083,ACC_000204,591.14,GBP,DEBIT,0,Crypto,BANK_040,BANK_012,1386,0
TX_00000076,2024-08-19T22:09:00,ACC_000015,ACC_000384,7008.71,CHF,TRANSFER,0,Check,BANK_029,BANK_028,2932,0
TX_00000077,2024-03-20T19:04:00,ACC_000293,ACC_000352,10360.83,JPY,DEBIT,0,Crypto,BANK_001,BANK_032,3385,0
TX_00000078,2024-10-02T03:18:00,ACC_000078,ACC_000368,14144.37,GBP,CASH_OUT,0,Crypto,BANK_044,BANK_021,2090,0
TX_00000079,2024-10-18T19:43:00,ACC_000021,ACC_000185,1889.9,JPY,DEBIT,0,Check,BANK_024,BANK_035,3280,0
TX_00000080,2024-04-26T00:29:00,ACC_000081,ACC_000366,4252.78,GBP,CASH_OUT,0,Cash,BANK_017,BANK_038,232,0
TX_00000081,2024-05-27T10:51:00,ACC_000229,ACC_000148,3799.91,EUR,CASH_IN,0,Cash,BANK_032,BANK_048,2683,0
TX_00000082,2024-07-23T00:08:00,ACC_000273,ACC_000068,4925.02,JPY,DEBIT,0,ACH,BANK_045,BANK_023,3270,0
TX_00000083,2024-07-27T03:54:00,ACC_000318,ACC_000170,19930.11,GBP,TRANSFER,0,Crypto,BANK_001,BANK_005,802,0
TX_00000084,2024-08-05T12:55:00,ACC_000354,ACC_000039,5252.65,USD,DEBIT,0,Crypto,BANK_042,BANK_034,2839,0
TX_00000085,2024-02-25T18:21:00,ACC_000023,ACC_000078,610.74,JPY,CASH_IN,0,ACH,BANK_034,BANK_039,2710,0
TX_00000086,2024-01-19T04:34:00,ACC_000035,ACC_000361,6145.39,EUR,DEBIT,0,Wire,BANK_025,BANK_020,2030,0
TX_00000087,2024-10-27T03:13:00,ACC_000091,ACC_000437,8794.9,GBP,DEBIT,0,Crypto,BANK_027,BANK_042,3146,0
TX_00000088,2024-12-26T03:55:00,ACC_000320,ACC_000206,9831.71,EUR,CASH_IN,1,ACH,BANK_027,BANK_018,1162,0
TX_00000089,2024-07-02T00:54:00,ACC_000253,ACC_000190,5221.65,EUR,CASH_OUT,0,Wire,BANK_033,BANK_002,2902,0
TX_00000090,2024-12-28T03:55:00,ACC_000180,ACC_000003,5128.55,CHF,DEBIT,0,Cash,BANK_010,BANK_025,3399,0
TX_00000091,2024-12-18T01:12:00,ACC_000426,ACC_000069,1643.83,CHF,PAYMENT,0,Check,BANK_041,BANK_048,2564,0
TX_00000092,2024-10-16T10:29:00,ACC_000465,ACC_000123,17110.6,EUR,DEBIT,0,Wire,BANK_050,BANK_027,2214,0
TX_00000093,2024-06-30T06:39:00,ACC_000275,ACC_000222,910.39,CHF,PAYMENT,0,Check,BANK_007,BANK_021,1296,0
TX_00000094,2024-10-01T18:52:00,ACC_000285,ACC_000094,5114.18,GBP,CASH_IN,0,ACH,BANK_015,BANK_038,1526,0
TX_00000095,2024-03-17T01:20:00,ACC_000473,ACC_000232,14595.03,CHF,DEBIT,0,ACH,BANK_019,BANK_033,3100,0
TX_00000096,2024-04-21T12:57:00,ACC_000480,ACC_000260,1658.1,CHF,PAYMENT,0,Cash,BANK_022,BANK_008,1494,0
TX_00000097,2024-10-31T23:01:00,ACC_000291,ACC_000103,939.42,CHF,CASH_OUT,0,Wire,BANK_047,BANK_025,2887,0
TX_00000098,2024-09-12T04:32:00,ACC_000035,ACC_000246,13445.48,GBP,CASH_IN,0,Wire,BANK_047,BANK_028,1852,0
TX_00000099,2024-05-18T04:18:00,ACC_000284,ACC_000072,269.0,GBP,PAYMENT,0,Check,BANK_039,BANK_013,1624,0
TX_00000100,2024-11-06T13:15:00,ACC_000359,ACC_000395,4914.05,GBP,CASH_OUT,0,ACH,BANK_022,BANK_004,1940,0
TX_00000101,2024-03-30T12:01:00,ACC_000043,ACC_000452,4079.25,CHF,PAYMENT,0,Cash,BANK_045,BANK_041,220,0
TX_00000102,2024-02-02T18:20:00,ACC_000134,ACC_000103,4119.33,USD,DEBIT,0,Cash,BANK_023,BANK_003,951,0
TX_00000103,2024-08-25T09:48:00,ACC_000188,ACC_000330,5144.07,EUR,DEBIT,0,Cash,BANK_025,BANK_007,861,0
TX_00000104,2024-12-02T12:55:00,ACC_000250,ACC_000296,3490.01,USD,CASH_OUT,0,ACH,BANK_013,BANK_042,509,0
TX_00000105,2024-07-30T17:03:00,ACC_000003,ACC_000035,818.3,CHF,CASH_IN,0,Wire,BANK_022,BANK_038,805,0
TX_00000106,2024-12-25T12:20:00,ACC_000311,ACC_000131,172.83,CHF,CASH_OUT,0,Check,BANK_014,BANK_025,3053,1
TX_00000107,2024-10-28T11:23:00,ACC_000374,ACC_000294,20205.24,CHF,DEBIT,0,Cash,BANK_042,BANK_013,481,0
TX_00000108,2024-09-18T22:26:00,ACC_000125,ACC_000492,271.06,EUR,CASH_IN,0,ACH,BANK_030,BANK_032,3010,0
TX_00000109,2024-03-20T13:19:00,ACC_000153,ACC_000485,446.41,EUR,TRANSFER,0,Crypto,BANK_019,BANK_010,402,0
TX_00000110,2024-06-29T05:23:00,ACC_000203,ACC_000348,5228.44,JPY,CASH_OUT,0,ACH,BANK_002,BANK_028,1963,0
TX_00000111,2024-05-15T14:51:00,ACC_000059,ACC_000155,3524.78,GBP,CASH_IN,0,Wire,BANK_037,BANK_032,3444,1
TX_00000112,2024-08-13T03:30:00,ACC_000454,ACC_000152,4064.63,EUR,CASH_OUT,0,Wire,BANK_046,BANK_006,3601,0
TX_00000113,2024-06-14T23:13:00,ACC_000126,ACC_000428,12075.75,EUR,CASH_IN,0,Check,BANK_019,BANK_020,3002,0
TX_00000114,2024-08-20T14:54:00,ACC_000395,ACC_000162,4418.94,USD,DEBIT,0,Wire,BANK_049,BANK_015,1055,0
TX_00000115,2024-04-26T07:33:00,ACC_000388,ACC_000007,632.97,CHF,CASH_IN,0,Wire,BANK_009,BANK_042,348,0
TX_00000116,2024-07-27T02:21:00,ACC_000284,ACC_000401,4409.12,CHF,DEBIT,0,Wire,BANK_022,BANK_048,1033,0
TX_00000117,2024-05-18T18:45:00,ACC_000158,ACC_000441,9597.11,EUR,DEBIT,0,Crypto,BANK_044,BANK_028,1116,0
TX_00000118,2024-09-02T15:07:00,ACC_000197,ACC_000400,23628.19,EUR,TRANSFER,0,Check,BANK_041,BANK_021,1157,0
TX_00000119,2024-09-11T18:14:00,ACC_000338,ACC_000003,1122.21,GBP,TRANSFER,0,Wire,BANK_027,BANK_039,2940,0
TX_00000120,2024-01-11T15:23:00,ACC_000357,ACC_000319,6160.33,USD,CASH_OUT,0,Cash,BANK_027,BANK_041,3473,0
TX_00000121,2024-08-08T12:55:00,ACC_000124,ACC_000086,1450.37,GBP,TRANSFER,0,ACH,BANK_010,BANK_036,374,0
TX_00000122,2024-07-18T08:39:00,ACC_000465,ACC_000390,9.79,EUR,PAYMENT,0,ACH,BANK_017,BANK_008,1858,0
TX_00000123,2024-09-19T11:44:00,ACC_000063,ACC_000460,113.56,GBP,CASH_OUT,0,Cash,BANK_025,BANK_032,988,0
TX_00000124,2024-12-23T18:37:00,ACC_000233,ACC_000090,1507.49,EUR,CASH_OUT,0,Crypto,BANK_049,BANK_012,1332,0
TX_00000125,2024-11-17T10:32:00,ACC_000420,ACC_000091,995.05,JPY,TRANSFER,0,Crypto,BANK_037,BANK_030,273,0
TX_00000126,2024-05-31T07:31:00,ACC_000213,ACC_000354,2883.83,EUR,TRANSFER,0,Crypto,BANK_005,BANK_026,3478,0
TX_00000127,2024-05-12T12:16:00,ACC_000333,ACC_000496,1069.51,CHF,PAYMENT,0,ACH,BANK_005,BANK_006,1140,0
TX_00000128,2024-01-14T14:35:00,ACC_000036,ACC_000150,11245.29,EUR,DEBIT,0,Cash,BANK_011,BANK_047,3379,0
TX_00000129,2024-01-25T18:12:00,ACC_000374,ACC_000038,3598.75,USD,PAYMENT,0,Cash,BANK_006,BANK_033,2435,0
TX_00000130,2024-08-16T04:51:00,ACC_000089,ACC_000040,5653.03,JPY,DEBIT,0,Wire,BANK_023,BANK_003,712,0
TX_00000131,2024-11-05T11:17:00,ACC_000383,ACC_000203,4152.41,EUR,CASH_IN,0,Crypto,BANK_018,BANK_041,2414,0
TX_00000132,2024-02-15T11:40:00,ACC_000207,ACC_000463,8030.63,CHF,CASH_OUT,0,Crypto,BANK_007,BANK_015,2489,0
TX_00000133,2024-03-07T00:07:00,ACC_000065,ACC_000370,3215.07,USD,CASH_IN,0,Check,BANK_022,BANK_002,406,0
TX_00000134,2024-07-21T10:43:00,ACC_000402,ACC_000022,3349.01,JPY,PAYMENT,0,Check,BANK_038,BANK_026,1547,0
TX_00000135,2024-12-12T12:26:00,ACC_000240,ACC_000122,2646.34,USD,CASH_IN,0,Check,BANK_025,BANK_016,2347,0
TX_00000136,2024-12-17T17:10:00,ACC_000100,ACC_000008,6763.69,GBP,TRANSFER,0,Wire,BANK_050,BANK_039,695,0
TX_00000137,2024-09-29T04:55:00,ACC_000141,ACC_000090,9835.69,CHF,DEBIT,0,Wire,BANK_004,BANK_028,1651,0
TX_00000138,2024-06-18T06:30:00,ACC_000445,ACC_000173,1460.05,USD,CASH_OUT,0,Check,BANK_044,BANK_004,3354,0
TX_00000139,2024-04-25T14:22:00,ACC_000314,ACC_000467,1242.83,USD,PAYMENT,0,Cash,BANK_040,BANK_011,1930,0
TX_00000140,2024-11-18T01:52:00,ACC_000043,ACC_000043,189.27,EUR,CASH_OUT,0,Cash,BANK_025,BANK_036,38,0
TX_00000141,2024-08-17T06:05:00,ACC_000476,ACC_000274,2880.02,JPY,CASH_OUT,0,Wire,BANK_003,BANK_017,763,0
TX_00000142,2024-04-10T01:51:00,ACC_000306,ACC_000354,736.52,GBP,PAYMENT,0,Wire,BANK_033,BANK_025,2601,0
TX_00000143,2024-05-05T20:25:00,ACC_000215,ACC_000348,5108.34,CHF,PAYMENT,0,Crypto,BANK_012,BANK_047,831,0
TX_00000144,2024-08-03T12:10:00,ACC_000088,ACC_000441,7975.27,CHF,TRANSFER,0,Crypto,BANK_011,BANK_033,1431,0
TX_00000145,2024-09-14T13:52:00,ACC_000028,ACC_000103,11784.54,CHF,CASH_OUT,0,Check,BANK_019,BANK_021,1868,0
TX_00000146,2024-12-25T16:17:00,ACC_000493,ACC_000404,4201.78,EUR,PAYMENT,0,ACH,BANK_031,BANK_031,3179,0
TX_00000147,2024-03-02T15:25:00,ACC_000230,ACC_000272,420.2,USD,CASH_IN,0,ACH,BANK_021,BANK_048,268,0
TX_00000148,2024-06-29T18:15:00,ACC_000469,ACC_000205,9184.15,EUR,TRANSFER,0,Check,BANK_036,BANK_040,2243,0
TX_00000149,2024-04-30T16:54:00,ACC_000050,ACC_000099,627.36,CHF,CASH_IN,0,Check,BANK_019,BANK_005,2167,0
TX_00000150,2024-05-15T17:09:00,ACC_000255,ACC_000482,148.33,GBP,CASH_IN,0,Crypto,BANK_004,BANK_037,1445,0
TX_00000151,2024-12-04T19:25:00,ACC_000145,ACC_000479,1358.97,JPY,DEBIT,0,Wire,BANK_005,BANK_038,1028,0
TX_00000152,2024-01-13T19:07:00,ACC_000350,ACC_000243,2953.18,USD,DEBIT,0,Wire,BANK_042,BANK_048,329,0
TX_00000153,2024-04-10T05:06:00,ACC_000008,ACC_000284,3529.18,EUR,CASH_IN,0,Cash,BANK_032,BANK_025,1666,0
TX_00000154,2024-06-30T12:06:00,ACC_000427,ACC_000001,12653.44,EUR,CASH_OUT,0,Check,BANK_043,BANK_006,711,0
TX_00000155,2024-11-02T17:08:00,ACC_000275,ACC_000084,8037.63,GBP,TRANSFER,0,Crypto,BANK_018,BANK_028,2163,0
TX_00000156,2024-11-02T16:17:00,ACC_000329,ACC_000490,2157.68,JPY,TRANSFER,0,Cash,BANK_042,BANK_049,362,0
TX_00000157,2024-12-15T20:56:00,ACC_000267,ACC_000175,5886.3,EUR,TRANSFER,0,Cash,BANK_023,BANK_012,649,0
TX_00000158,2024-09-26T11:31:00,ACC_000117,ACC_000416,428.06,USD,DEBIT,0,Cash,BANK_001,BANK_008,1674,0
TX_00000159,2024-08-30T04:02:00,ACC_000007,ACC_000046,4238.51,USD,DEBIT,0,Check,BANK_012,BANK_025,286,0
TX_00000160,2024-12-20T18:04:00,ACC_000401,ACC_000424,1914.81,JPY,CASH_OUT,0,ACH,BANK_044,BANK_011,65,0
TX_00000161,2024-06-25T08:14:00,ACC_000356,ACC_000390,7093.8,EUR,PAYMENT,0,Wire,BANK_034,BANK_040,70,0
TX_00000162,2024-12-10T08:07:00,ACC_000461,ACC_000228,17061.27,JPY,DEBIT,0,Crypto,BANK_016,BANK_049,1309,0
TX_00000163,2024-10-04T23:14:00,ACC_000376,ACC_000356,8174.71,EUR,CASH_OUT,0,Crypto,BANK_033,BANK_009,2286,0
TX_00000164,2024-10-17T07:47:00,ACC_000137,ACC_000407,3469.56,JPY,DEBIT,0,Check,BANK_005,BANK_046,607,0
TX_00000165,2024-08-25T06:10:00,ACC_000030,ACC_000119,6393.04,GBP,DEBIT,0,Wire,BANK_012,BANK_048,2281,0
TX_00000166,2024-10-02T10:20:00,ACC_000200,ACC_000229,1708.81,USD,PAYMENT,0,Check,BANK_045,BANK_014,2126,0
TX_00000167,2024-11-16T23:19:00,ACC_000207,ACC_000090,7913.03,USD,CASH_IN,0,Check,BANK_049,BANK_042,3313,0
TX_00000168,2024-11-29T22:45:00,ACC_000172,ACC_000385,8068.39,EUR,PAYMENT,0,ACH,BANK_050,BANK_017,895,0
TX_00000169,2024-01-22T21:40:00,ACC_000357,ACC_000491,5479.2,EUR,PAYMENT,0,Crypto,BANK_003,BANK_003,668,0
TX_00000170,2024-08-03T07:18:00,ACC_000052,ACC_000467,567.79,USD,DEBIT,0,ACH,BANK_046,BANK_001,574,0
TX_00000171,2024-05-30T19:53:00,ACC_000112,ACC_000399,940.42,GBP,DEBIT,0,Check,BANK_017,BANK_016,2007,0
TX_00000172,2024-06-24T06:39:00,ACC_000451,ACC_000085,3000.58,GBP,DEBIT,0,ACH,BANK_038,BANK_047,2960,0
TX_00000173,2024-01-27T16:40:00,ACC_000325,ACC_000119,14780.55,GBP,CASH_IN,0,ACH,BANK_021,BANK_019,434,0
TX_00000174,2024-09-12T20:55:00,ACC_000132,ACC_000316,18.39,GBP,CASH_OUT,0,Check,BANK_043,BANK_030,2307,0
TX_00000175,2024-04-14T08:47:00,ACC_000349,ACC_000494,11179.41,EUR,CASH_OUT,0,Cash,BANK_009,BANK_040,3214,0
TX_00000176,2024-11-04T03:21:00,ACC_000328,ACC_000194,1494.23,EUR,TRANSFER,0,Crypto,BANK_018,BANK_040,803,0
TX_00000177,2024-03-23T00:27:00,ACC_000137,ACC_000202,15733.38,JPY,CASH_OUT,0,Wire,BANK_020,BANK_029,916,0
TX_00000178,2024-07-07T03:30:00,ACC_000350,ACC_000313,18463.73,CHF,CASH_IN,0,ACH,BANK_031,BANK_003,3344,0
TX_00000179,2024-03-07T09:26:00,ACC_000121,ACC_000060,172.44,USD,DEBIT,0,Cash,BANK_031,BANK_020,3058,0
TX_00000180,2024-12-05T01:01:00,ACC_000457,ACC_000269,7904.3,USD,TRANSFER,0,Wire,BANK_001,BANK_032,1901,0
TX_00000181,2024-05-21T02:29:00,ACC_000469,ACC_000245,2731.83,USD,DEBIT,0,Wire,BANK_012,BANK_025,2726,0
TX_00000182,2024-07-27T01:45:00,ACC_000187,ACC_000178,9241.98,GBP,CASH_OUT,0,Check,BANK_039,BANK_012,2982,0
TX_00000183,2024-11-26T12:49:00,ACC_000269,ACC_000273,3569.99,CHF,DEBIT,0,Crypto,BANK_025,BANK_041,3311,0
TX_00000184,2024-03-18T14:29:00,ACC_000270,ACC_000157,25825.37,USD,TRANSFER,0,Wire,BANK_030,BANK_037,1135,0
TX_00000185,2024-12-19T13:57:00,ACC_000235,ACC_000134,9348.89,USD,CASH_OUT,0,Cash,BANK_012,BANK_037,2176,0
TX_00000186,2024-10-31T10:05:00,ACC_000296,ACC_000075,12550.7,CHF,CASH_IN,0,Check,BANK_009,BANK_047,1069,0
TX_00000187,2024-12-20T05:14:00,ACC_000474,ACC_000235,421.71,GBP,PAYMENT,0,Crypto,BANK_008,BANK_046,3371,0
TX_00000188,2024-10-25T09:43:00,ACC_000305,ACC_000313,4673.57,GBP,TRANSFER,0,Crypto,BANK_048,BANK_009,626,0
TX_00000189,2024-03-27T16:26:00,ACC_000308,ACC_000221,8883.29,CHF,DEBIT,0,Crypto,BANK_007,BANK_022,3444,0
TX_00000190,2024-06-26T10:50:00,ACC_000034,ACC_000145,2431.27,CHF,CASH_OUT,0,Check,BANK_005,BANK_032,3158,0
